vowels,lyrics
<bos> a o at <eos>,<bos> だ そう やっ <eos>
<bos> o at e <eos>,<bos> そう やっ て <eos>
<bos> at e an <eos>,<bos> やっ て なん <eos>
<bos> e an ate <eos>,<bos> て なん だって <eos>
<bos> an ate oei <eos>,<bos> なん だって 証明 <eos>
<bos> ate oei o <eos>,<bos> だって 証明 と <eos>
<bos> oei o ono <eos>,<bos> 証明 と 論法 <eos>
<bos> o ono a <eos>,<bos> と 論法 が <eos>
<bos> ono a ai <eos>,<bos> 論法 が ない <eos>
<bos> a ai a <eos>,<bos> が ない な <eos>
<bos> ai a a <eos>,<bos> ない な ああ <eos>
<bos> uai ii a <eos>,<bos> つまり 君 は <eos>
<bos> ii a ouoi <eos>,<bos> 君 は もう少し <eos>
<bos> a ouoi iuo <eos>,<bos> は もう少し 必要 <eos>
<bos> ouoi iuo a <eos>,<bos> もう少し 必要 な <eos>
<bos> iuo a oo <eos>,<bos> 必要 な こと <eos>
<bos> a oo o <eos>,<bos> な こと を <eos>
<bos> oo o iu <eos>,<bos> こと を 知る <eos>
<bos> o iu ei <eos>,<bos> を 知る べき <eos>
<bos> iu ei a <eos>,<bos> 知る べき な <eos>
<bos> ei a o <eos>,<bos> べき な の <eos>
<bos> a o a <eos>,<bos> な の さ <eos>
<bos> o a aien <eos>,<bos> の さ 大変 <eos>
<bos> a aien a <eos>,<bos> さ 大変 だ <eos>
<bos> aien a aien <eos>,<bos> 大変 だ 大変 <eos>
<bos> a aien a <eos>,<bos> だ 大変 だ <eos>
<bos> aien a enau <eos>,<bos> 大変 だ 険悪 <eos>
<bos> a enau a <eos>,<bos> だ 険悪 だ <eos>
<bos> enau a oou <eos>,<bos> 険悪 だ 甲乙 <eos>
<bos> a oou ooa <eos>,<bos> だ 甲乙 言葉 <eos>
<bos> oou ooa o <eos>,<bos> 甲乙 言葉 の <eos>
<bos> ooa o u <eos>,<bos> 言葉 の 銃 <eos>
<bos> o u o <eos>,<bos> の 銃 を <eos>
<bos> u o uu <eos>,<bos> 銃 を 撃つ <eos>
<bos> o uu oo <eos>,<bos> を 撃つ 両方 <eos>
<bos> uu oo a <eos>,<bos> 撃つ 両方 が <eos>
<bos> oo a oo <eos>,<bos> 両方 が 両方 <eos>
<bos> a oo o <eos>,<bos> が 両方 を <eos>
<bos> oo o iuau <eos>,<bos> 両方 を 見下す <eos>
<bos> o iuau on <eos>,<bos> を 見下す もん <eos>
<bos> iuau on a <eos>,<bos> 見下す もん だ <eos>
<bos> on a aa <eos>,<bos> もん だ から <eos>
<bos> a aa i <eos>,<bos> だ から 二 <eos>
<bos> aa i in <eos>,<bos> から 二 人 <eos>
<bos> i in a <eos>,<bos> 二 人 は <eos>
<bos> in a ioio <eos>,<bos> 人 は いよいよ <eos>
<bos> a ioio u <eos>,<bos> は いよいよ 宙 <eos>
<bos> ioio u i <eos>,<bos> いよいよ 宙 に <eos>
<bos> u i uu <eos>,<bos> 宙 に 浮く <eos>
<bos> i uu ooa <eos>,<bos> に 浮く 言葉 <eos>
<bos> uu ooa o <eos>,<bos> 浮く 言葉 の <eos>
<bos> ooa o anan <eos>,<bos> 言葉 の 弾丸 <eos>
<bos> o anan a <eos>,<bos> の 弾丸 が <eos>
<bos> anan a oi <eos>,<bos> 弾丸 が 落ち <eos>
<bos> a oi e <eos>,<bos> が 落ち て <eos>
<bos> oi e iu <eos>,<bos> 落ち て いく <eos>
<bos> o at e <eos>,<bos> そう やっ て <eos>
<bos> at e aai <eos>,<bos> やっ て あたし <eos>
<bos> e aai o <eos>,<bos> て あたし の <eos>
<bos> aai o oo <eos>,<bos> あたし の こと <eos>
<bos> o oo aa <eos>,<bos> の こと 馬鹿 <eos>
<bos> oo aa i <eos>,<bos> こと 馬鹿 に <eos>
<bos> aa i i <eos>,<bos> 馬鹿 に し <eos>
<bos> i i e <eos>,<bos> に し て <eos>
<bos> i e aai <eos>,<bos> し て 優し <eos>
<bos> e aai a <eos>,<bos> て 優し さ <eos>
<bos> aai a oa <eos>,<bos> 優し さ とか <eos>
<bos> a oa auae <eos>,<bos> さ とか 慰め <eos>
<bos> oa auae oa <eos>,<bos> とか 慰め とか <eos>
<bos> auae oa aaeo <eos>,<bos> 慰め とか 与えよ <eos>
<bos> oa aaeo u <eos>,<bos> とか 与えよ う <eos>
<bos> aaeo u o <eos>,<bos> 与えよ う と <eos>
<bos> u o uu <eos>,<bos> う と する <eos>
<bos> o uu o <eos>,<bos> と する の <eos>
<bos> oo aiai i <eos>,<bos> その 度々 に <eos>
<bos> aiai i iie <eos>,<bos> 度々 に 惨め <eos>
<bos> i iie a <eos>,<bos> に 惨め な <eos>
<bos> iie a ooi <eos>,<bos> 惨め な 思い <eos>
<bos> a ooi a <eos>,<bos> な 思い が <eos>
<bos> ooi a ai <eos>,<bos> 思い が 湧い <eos>
<bos> a ai e <eos>,<bos> が 湧い て <eos>
<bos> ai e i <eos>,<bos> 湧い て き <eos>
<bos> e i e <eos>,<bos> て き て <eos>
<bos> i e o <eos>,<bos> き て どう <eos>
<bos> e o io <eos>,<bos> て どう しよう <eos>
<bos> o io o <eos>,<bos> どう しよう も <eos>
<bos> io o ai <eos>,<bos> しよう も ない <eos>
<bos> o ai ioi <eos>,<bos> も ない 気持ち <eos>
<bos> ai ioi i <eos>,<bos> ない 気持ち に <eos>
<bos> ioi i au <eos>,<bos> 気持ち に なる <eos>
<bos> i au te <eos>,<bos> に なる って <eos>
<bos> au te aat <eos>,<bos> なる って わかっ <eos>
<bos> te aat e <eos>,<bos> って わかっ て <eos>
<bos> aat e ai <eos>,<bos> わかっ て ない <eos>
<bos> e ai o <eos>,<bos> て ない の <eos>
<bos> iona io e <eos>,<bos> 色んな 色 で <eos>
<bos> io e ii <eos>,<bos> 色 で 満ち <eos>
<bos> e ii aue <eos>,<bos> で 満ち 溢れ <eos>
<bos> ii aue a <eos>,<bos> 満ち 溢れ た <eos>
<bos> aue a ai <eos>,<bos> 溢れ た 街 <eos>
<bos> a ai o <eos>,<bos> た 街 を <eos>
<bos> ai o aui <eos>,<bos> 街 を 歩い <eos>
<bos> o aui a <eos>,<bos> を 歩い た <eos>
<bos> aui a te <eos>,<bos> 歩い た って <eos>
<bos> a te ioua <eos>,<bos> た って 色づか <eos>
<bos> te ioua ai <eos>,<bos> って 色づか ない <eos>
<bos> ioua ai aai <eos>,<bos> 色づか ない あたし <eos>
<bos> ai aai a <eos>,<bos> ない あたし は <eos>
<bos> aai a aiio <eos>,<bos> あたし は 灰色 <eos>
<bos> a aiio oo <eos>,<bos> は 灰色 どこ <eos>
<bos> aiio oo e <eos>,<bos> 灰色 どこ へ <eos>
<bos> oo e ie <eos>,<bos> どこ へ 行け <eos>
<bos> e ie a <eos>,<bos> へ 行け ば <eos>
<bos> ie a ii <eos>,<bos> 行け ば いい <eos>
<bos> a ii o <eos>,<bos> ば いい の <eos>
<bos> iun o ui <eos>,<bos> 自分 の 好き <eos>
<bos> o ui a <eos>,<bos> の 好き な <eos>
<bos> ui a o <eos>,<bos> 好き な よう <eos>
<bos> a o i <eos>,<bos> な よう に <eos>
<bos> o i ii <eos>,<bos> よう に 生き <eos>
<bos> i ii e <eos>,<bos> に 生き て <eos>
<bos> ii e ie <eos>,<bos> 生き て いけ <eos>
<bos> e ie a <eos>,<bos> て いけ ば <eos>
<bos> ie a ii <eos>,<bos> いけ ば いい <eos>
<bos> a ii te <eos>,<bos> ば いい って <eos>
<bos> ii te it <eos>,<bos> いい って 知っ <eos>
<bos> te it e <eos>,<bos> って 知っ て <eos>
<bos> it e iu <eos>,<bos> 知っ て いる <eos>
<bos> e iu au <eos>,<bos> て いる 筈 <eos>
<bos> iu au a <eos>,<bos> いる 筈 な <eos>
<bos> au a oi <eos>,<bos> 筈 な のに <eos>
<bos> a oi a <eos>,<bos> な のに さ <eos>
<bos> oi a aue <eos>,<bos> のに さ 忘れ <eos>
<bos> a aue au <eos>,<bos> さ 忘れ ちゃう <eos>
<bos> aue au n <eos>,<bos> 忘れ ちゃう ん <eos>
<bos> au n a <eos>,<bos> ちゃう ん だ <eos>
<bos> n a iuo <eos>,<bos> ん だ いつも <eos>
<bos> a iuo iuo <eos>,<bos> だ いつも いつも <eos>
<bos> iuo iuo iuo <eos>,<bos> いつも いつも いつも <eos>
<bos> iuo iuo ooiai <eos>,<bos> いつも いつも 思い出し <eos>
<bos> iuo ooiai au <eos>,<bos> いつも 思い出し たく <eos>
<bos> ooiai au o <eos>,<bos> 思い出し たく も <eos>
<bos> au o ai <eos>,<bos> たく も ない <eos>
<bos> o ai o <eos>,<bos> も ない よう <eos>
<bos> ai o a <eos>,<bos> ない よう な <eos>
<bos> o a oo <eos>,<bos> よう な こと <eos>
<bos> a oo a <eos>,<bos> な こと が <eos>
<bos> oo a iu <eos>,<bos> こと が いつ <eos>
<bos> a iu ae <eos>,<bos> が いつ まで <eos>
<bos> iu ae o <eos>,<bos> いつ まで も <eos>
<bos> ae o ie <eos>,<bos> まで も 消え <eos>
<bos> o ie ai <eos>,<bos> も 消え ない <eos>
<bos> ie ai a <eos>,<bos> 消え ない な <eos>
<bos> ai a uaua <eos>,<bos> ない な ぐしゃぐしゃ <eos>
<bos> a uaua o <eos>,<bos> な ぐしゃぐしゃ の <eos>
<bos> uaua o aaa <eos>,<bos> ぐしゃぐしゃ の 頭 <eos>
<bos> o aaa o <eos>,<bos> の 頭 の <eos>
<bos> aaa o aa <eos>,<bos> 頭 の 中 <eos>
<bos> o aa iou <eos>,<bos> の 中 一つ <eos>
<bos> aa iou o <eos>,<bos> 中 一つ も <eos>
<bos> iou o eii <eos>,<bos> 一つ も 整理 <eos>
<bos> o eii a <eos>,<bos> も 整理 が <eos>
<bos> eii a ua <eos>,<bos> 整理 が つか <eos>
<bos> a ua u <eos>,<bos> が つか ず <eos>
<bos> ua u i <eos>,<bos> つか ず に <eos>
<bos> u i aa <eos>,<bos> ず に また <eos>
<bos> i aa ooiai <eos>,<bos> に また 思い出し <eos>
<bos> aa ooiai a <eos>,<bos> また 思い出し た <eos>
<bos> ooiai a oaat <eos>,<bos> 思い出し た 怖かっ <eos>
<bos> a oaat a <eos>,<bos> た 怖かっ た <eos>
<bos> oaat a oi <eos>,<bos> 怖かっ た のに <eos>
<bos> a oi uaat <eos>,<bos> た のに 辛かっ <eos>
<bos> oi uaat a <eos>,<bos> のに 辛かっ た <eos>
<bos> uaat a oi <eos>,<bos> 辛かっ た のに <eos>
<bos> a oi ae <eos>,<bos> た のに 誰 <eos>
<bos> oi ae o <eos>,<bos> のに 誰 も <eos>
<bos> ae o ini <eos>,<bos> 誰 も 信じ <eos>
<bos> o ini e <eos>,<bos> も 信じ て <eos>
<bos> ini e ue <eos>,<bos> 信じ て くれ <eos>
<bos> e ue aat <eos>,<bos> て くれ なかっ <eos>
<bos> ue aat a <eos>,<bos> くれ なかっ た <eos>
<bos> aat a oi <eos>,<bos> なかっ た のに <eos>
<bos> a oi aaa <eos>,<bos> た のに あなた <eos>
<bos> oi aaa ae <eos>,<bos> のに あなた だけ <eos>
<bos> aaa ae a <eos>,<bos> あなた だけ が <eos>
<bos> ae a oo <eos>,<bos> だけ が その <eos>
<bos> a oo oe <eos>,<bos> が その 声 <eos>
<bos> oo oe ae <eos>,<bos> その 声 だけ <eos>
<bos> oe ae a <eos>,<bos> 声 だけ が <eos>
<bos> ooia o ao <eos>,<bos> 踊り場 の 窓 <eos>
<bos> o ao aa <eos>,<bos> の 窓 から <eos>
<bos> ao aa ioai <eos>,<bos> 窓 から 人並み <eos>
<bos> aa ioai o <eos>,<bos> から 人並み を <eos>
<bos> ioai o aae <eos>,<bos> 人並み を 眺め <eos>
<bos> o aae e <eos>,<bos> を 眺め て <eos>
<bos> aae e i <eos>,<bos> 眺め て い <eos>
<bos> e i a <eos>,<bos> て い た <eos>
<bos> i a oua <eos>,<bos> い た 僕ら <eos>
<bos> a oua a <eos>,<bos> た 僕ら は <eos>
<bos> oua a oo <eos>,<bos> 僕ら は どこ <eos>
<bos> a oo e <eos>,<bos> は どこ へ <eos>
<bos> oo e io <eos>,<bos> どこ へ 行こ <eos>
<bos> e io u <eos>,<bos> へ 行こ う <eos>
<bos> io u a <eos>,<bos> 行こ う か <eos>
<bos> u a aian <eos>,<bos> う か 階段 <eos>
<bos> a aian o <eos>,<bos> か 階段 の <eos>
<bos> aian o ou <eos>,<bos> 階段 の 途中 <eos>
<bos> o ou e <eos>,<bos> の 途中 で <eos>
<bos> ou e uaia <eos>,<bos> 途中 で 不確か <eos>
<bos> e uaia a <eos>,<bos> で 不確か な <eos>
<bos> uaia a ooa <eos>,<bos> 不確か な 言葉 <eos>
<bos> a ooa o <eos>,<bos> な 言葉 を <eos>
<bos> ooa o auae <eos>,<bos> 言葉 を 携え <eos>
<bos> o auae e <eos>,<bos> を 携え て <eos>
<bos> auae e ou <eos>,<bos> 携え て 呼吸 <eos>
<bos> e ou o <eos>,<bos> て 呼吸 を <eos>
<bos> ou o ooe <eos>,<bos> 呼吸 を 揃え <eos>
<bos> o ooe e <eos>,<bos> を 揃え て <eos>
<bos> ooe e aie <eos>,<bos> 揃え て 初め <eos>
<bos> e aie aie <eos>,<bos> て 初め まして <eos>
<bos> aie aie on <eos>,<bos> 初め まして そん <eos>
<bos> aie on e <eos>,<bos> まして そん で <eos>
<bos> on e aia <eos>,<bos> そん で 愛さ <eos>
<bos> e aia e <eos>,<bos> で 愛さ れ <eos>
<bos> aia e a <eos>,<bos> 愛さ れ た <eos>
<bos> e a o <eos>,<bos> れ た の <eos>
<bos> a o aa <eos>,<bos> た の なら <eos>
<bos> o aa ai <eos>,<bos> の なら 大 <eos>
<bos> aa ai anei <eos>,<bos> なら 大 歓迎 <eos>
<bos> ai anei uiaei <eos>,<bos> 大 歓迎 繰り返し <eos>
<bos> anei uiaei uae <eos>,<bos> 歓迎 繰り返し 向かえ <eos>
<bos> uiaei uae ou <eos>,<bos> 繰り返し 向かえ 遠く <eos>
<bos> uae ou uo <eos>,<bos> 向かえ 遠く 向こう <eos>
<bos> ou uo e <eos>,<bos> 遠く 向こう へ <eos>
<bos> anan a oo <eos>,<bos> 簡単 な こと <eos>
<bos> a oo ua <eos>,<bos> な こと すら <eos>
<bos> oo ua o <eos>,<bos> こと すら もう <eos>
<bos> ua o ooe <eos>,<bos> すら もう 覚え <eos>
<bos> o ooe e <eos>,<bos> もう 覚え て <eos>
<bos> ooe e ai <eos>,<bos> 覚え て ない <eos>
<bos> e ai ia <eos>,<bos> て ない 今 <eos>
<bos> ai ia oi <eos>,<bos> ない 今 どうし <eos>
<bos> ia oi o <eos>,<bos> 今 どうし よう <eos>
<bos> oi o o <eos>,<bos> どうし よう も <eos>
<bos> o o ai <eos>,<bos> よう も ない <eos>
<bos> o ai oo <eos>,<bos> も ない ほど <eos>
<bos> ai oo aiai <eos>,<bos> ない ほど 間違い <eos>
<bos> oo aiai e <eos>,<bos> ほど 間違い で <eos>
<bos> aiai e itai <eos>,<bos> 間違い で いっぱい <eos>
<bos> e itai aaa <eos>,<bos> で いっぱい 頭 <eos>
<bos> itai aaa o <eos>,<bos> いっぱい 頭 の <eos>
<bos> aaa o aa <eos>,<bos> 頭 の 中 <eos>
<bos> o aa eni <eos>,<bos> の 中 ペンキ <eos>
<bos> i e iat <eos>,<bos> し て しまっ <eos>
<bos> e iat a <eos>,<bos> て しまっ た <eos>
<bos> iat a o <eos>,<bos> しまっ た の <eos>
<bos> a o a <eos>,<bos> た の さ <eos>
<bos> o a eiau <eos>,<bos> の さ 明確 <eos>
<bos> a eiau a <eos>,<bos> さ 明確 な <eos>
<bos> eiau a ii <eos>,<bos> 明確 な 意志 <eos>
<bos> a ii o <eos>,<bos> な 意志 も <eos>
<bos> ii o aat <eos>,<bos> 意志 も なかっ <eos>
<bos> o aat a <eos>,<bos> も なかっ た <eos>
<bos> aat a aa <eos>,<bos> なかっ た なら <eos>
<bos> a aa ia <eos>,<bos> た なら 今 <eos>
<bos> aa ia ano <eos>,<bos> なら 今 感情 <eos>
<bos> ia ano o <eos>,<bos> 今 感情 も <eos>
<bos> ano o ai <eos>,<bos> 感情 も なに <eos>
<bos> o ai o <eos>,<bos> も なに も <eos>
<bos> ai o a <eos>,<bos> なに も が <eos>
<bos> o a ino <eos>,<bos> も が 信用 <eos>
<bos> a ino i <eos>,<bos> が 信用 に <eos>
<bos> ino i aa <eos>,<bos> 信用 に なら <eos>
<bos> i aa n <eos>,<bos> に なら ん <eos>
<bos> aa n oo <eos>,<bos> なら ん ここ <eos>
<bos> n oo a <eos>,<bos> ん ここ が <eos>
<bos> oo a oo <eos>,<bos> ここ が どこ <eos>
<bos> a oo a <eos>,<bos> が どこ か <eos>
<bos> oo a ae <eos>,<bos> どこ か さえ <eos>
<bos> a ae aaa <eos>,<bos> か さえ わから <eos>
<bos> ae aaa ai <eos>,<bos> さえ わから ない <eos>
<bos> aaa ai aa <eos>,<bos> わから ない まま <eos>
<bos> ai aa e <eos>,<bos> ない まま で <eos>
<bos> aa e iu <eos>,<bos> まま で いる <eos>
<bos> e iu oie <eos>,<bos> で いる 教え <eos>
<bos> iu oie e <eos>,<bos> いる 教え て <eos>
<bos> oie e o <eos>,<bos> 教え て よ <eos>
<bos> e o e <eos>,<bos> て よ ねえ <eos>
<bos> o e ie <eos>,<bos> よ ねえ 言え <eos>
<bos> e ie ai <eos>,<bos> ねえ 言え ない <eos>
<bos> ie ai aa <eos>,<bos> 言え ない まま <eos>
<bos> ai aa oion <eos>,<bos> ない まま 飲み込ん <eos>
<bos> aa oion a <eos>,<bos> まま 飲み込ん だ <eos>
<bos> oion a ooa <eos>,<bos> 飲み込ん だ 言葉 <eos>
<bos> a ooa o <eos>,<bos> だ 言葉 の <eos>
<bos> ooa o uue <eos>,<bos> 言葉 の 行方 <eos>
<bos> o uue o <eos>,<bos> の 行方 を <eos>
<bos> uue o a <eos>,<bos> 行方 を さあ <eos>
<bos> o a oe <eos>,<bos> を さあ それ <eos>
<bos> a oe a <eos>,<bos> さあ それ は <eos>
<bos> oe a iua <eos>,<bos> それ は いつか <eos>
<bos> a iua i <eos>,<bos> は いつか 血 <eos>
<bos> iua i i <eos>,<bos> いつか 血 に <eos>
<bos> i i aae <eos>,<bos> 血 に 流れ <eos>
<bos> i aae e <eos>,<bos> に 流れ て <eos>
<bos> aae e a <eos>,<bos> 流れ て は <eos>
<bos> e a aaa <eos>,<bos> て は 体 <eos>
<bos> a aaa i <eos>,<bos> は 体 に <eos>
<bos> aaa i oeou <eos>,<bos> 体 に 溶け込む <eos>
<bos> i oeou o <eos>,<bos> に 溶け込む の <eos>
<bos> oeou o ao <eos>,<bos> 溶け込む の だろ <eos>
<bos> o ao u <eos>,<bos> の だろ う <eos>
<bos> ao u a <eos>,<bos> だろ う か <eos>
<bos> u a uto <eos>,<bos> う か ずっと <eos>
<bos> a uto e <eos>,<bos> か ずっと 目 <eos>
<bos> uto e o <eos>,<bos> ずっと 目 を <eos>
<bos> e o uai <eos>,<bos> 目 を 塞い <eos>
<bos> o uai e <eos>,<bos> を 塞い で <eos>
<bos> uai e i <eos>,<bos> 塞い で い <eos>
<bos> e i a <eos>,<bos> で い た <eos>
<bos> i a uto <eos>,<bos> い た ずっと <eos>
<bos> a uto aaaaii <eos>,<bos> た ずっと 馬鹿馬鹿しい <eos>
<bos> uto aaaaii oo <eos>,<bos> ずっと 馬鹿馬鹿しい こと <eos>
<bos> aaaaii oo atai <eos>,<bos> 馬鹿馬鹿しい こと ばっかり <eos>
<bos> oo atai at <eos>,<bos> こと ばっかり やっ <eos>
<bos> atai at i <eos>,<bos> ばっかり やっ き <eos>
<bos> at i i <eos>,<bos> やっ き に <eos>
<bos> i i at <eos>,<bos> き に なっ <eos>
<bos> i at e <eos>,<bos> に なっ て <eos>
<bos> at e iaa <eos>,<bos> なっ て 今や <eos>
<bos> e iaa to <eos>,<bos> て 今や っと <eos>
<bos> iaa to iaui <eos>,<bos> 今や っと 気がつい <eos>
<bos> to iaui a <eos>,<bos> っと 気がつい た <eos>
<bos> iaui a n <eos>,<bos> 気がつい た ん <eos>
<bos> a n a <eos>,<bos> た ん だ <eos>
<bos> uoi eo aaa <eos>,<bos> 少し でも あなた <eos>
<bos> eo aaa i <eos>,<bos> でも あなた に <eos>
<bos> aaa i uae <eos>,<bos> あなた に 伝え <eos>
<bos> i uae au <eos>,<bos> に 伝え たく <eos>
<bos> uae au e <eos>,<bos> 伝え たく て <eos>
<bos> au e ooa <eos>,<bos> たく て 言葉 <eos>
<bos> e ooa o <eos>,<bos> て 言葉 を <eos>
<bos> ooa o ooe <eos>,<bos> 言葉 を 覚え <eos>
<bos> o ooe a <eos>,<bos> を 覚え た <eos>
<bos> ooe a n <eos>,<bos> 覚え た ん <eos>
<bos> a n a <eos>,<bos> た ん だ <eos>
<bos> n a ooon <eos>,<bos> ん だ 喜ん <eos>
<bos> a ooon e <eos>,<bos> だ 喜ん で <eos>
<bos> ooon e ueu <eos>,<bos> 喜ん で くれる <eos>
<bos> e ueu o <eos>,<bos> で くれる の <eos>
<bos> ueu o a <eos>,<bos> くれる の か <eos>
<bos> o a a <eos>,<bos> の か な <eos>
<bos> a a o <eos>,<bos> か な そう <eos>
<bos> a o a <eos>,<bos> な そう だ <eos>
<bos> o a o <eos>,<bos> そう だ と <eos>
<bos> a o ueii <eos>,<bos> だ と 嬉しい <eos>
<bos> o ueii a <eos>,<bos> と 嬉しい な <eos>
<bos> ueii a ou <eos>,<bos> 嬉しい な 遠く <eos>
<bos> a ou aa <eos>,<bos> な 遠く から <eos>
<bos> ou aa aaa <eos>,<bos> 遠く から あなた <eos>
<bos> aa aaa i <eos>,<bos> から あなた に <eos>
<bos> aaa i eau <eos>,<bos> あなた に 出会う <eos>
<bos> i eau ae <eos>,<bos> に 出会う ため <eos>
<bos> eau ae uae <eos>,<bos> 出会う ため 生まれ <eos>
<bos> ae uae e <eos>,<bos> ため 生まれ て <eos>
<bos> uae e i <eos>,<bos> 生まれ て き <eos>
<bos> e i a <eos>,<bos> て き た <eos>
<bos> i a n <eos>,<bos> き た ん <eos>
<bos> a n a <eos>,<bos> た ん だ <eos>
<bos> n a e <eos>,<bos> ん だ ぜ <eos>
<bos> a e iiua <eos>,<bos> だ ぜ 道草 <eos>
<bos> e iiua o <eos>,<bos> ぜ 道草 も <eos>
<bos> iiua o e <eos>,<bos> 道草 も せ <eos>
<bos> o e u <eos>,<bos> も せ ず <eos>
<bos> e u ii <eos>,<bos> せ ず 一 <eos>
<bos> u ii on <eos>,<bos> ず 一 本 <eos>
<bos> ii on o <eos>,<bos> 一 本 の <eos>
<bos> on o ii <eos>,<bos> 本 の 道 <eos>
<bos> o ii o <eos>,<bos> の 道 を <eos>
<bos> ii o uiie <eos>,<bos> 道 を 踏みしめ <eos>
<bos> o uiie e <eos>,<bos> を 踏みしめ て <eos>
<bos> uiie e oaaa <eos>,<bos> 踏みしめ て 怖がら <eos>
<bos> e oaaa ai <eos>,<bos> て 怖がら ない <eos>
<bos> oaaa ai e <eos>,<bos> 怖がら ない で <eos>
<bos> ai e ou <eos>,<bos> ない で 僕 <eos>
<bos> e ou o <eos>,<bos> で 僕 と <eos>
<bos> ou o uat <eos>,<bos> 僕 と 歌っ <eos>
<bos> o uat e <eos>,<bos> と 歌っ て <eos>
<bos> uat e ooaa <eos>,<bos> 歌っ て そのまま <eos>
<bos> e ooaa oe <eos>,<bos> て そのまま 超え <eos>
<bos> ooaa oe e <eos>,<bos> そのまま 超え て <eos>
<bos> oe e ui <eos>,<bos> 超え て 海 <eos>
<bos> e ui o <eos>,<bos> て 海 の <eos>
<bos> ui o uo <eos>,<bos> 海 の 向こう <eos>
<bos> o uo e <eos>,<bos> の 向こう へ <eos>
<bos> uo e oaia <eos>,<bos> 向こう へ おかしな <eos>
<bos> e oaia oe <eos>,<bos> へ おかしな 声 <eos>
<bos> oaia oe e <eos>,<bos> おかしな 声 で <eos>
<bos> oe e ai <eos>,<bos> 声 で 愛 <eos>
<bos> e ai o <eos>,<bos> で 愛 と <eos>
<bos> ai o uat <eos>,<bos> 愛 と 歌っ <eos>
<bos> o uat e <eos>,<bos> と 歌っ て <eos>
<bos> uat e ooo <eos>,<bos> 歌っ て 心 <eos>
<bos> e ooo a <eos>,<bos> て 心 は <eos>
<bos> ooo a aeaa <eos>,<bos> 心 は 晴れやか <eos>
<bos> a aeaa a <eos>,<bos> は 晴れやか さあ <eos>
<bos> aeaa a eaeo <eos>,<bos> 晴れやか さあ 出かけよ <eos>
<bos> a eaeo u <eos>,<bos> さあ 出かけよ う <eos>
<bos> eaeo u aau <eos>,<bos> 出かけよ う 砂漠 <eos>
<bos> u aau o <eos>,<bos> う 砂漠 を <eos>
<bos> aau o ue <eos>,<bos> 砂漠 を 抜け <eos>
<bos> o ue e <eos>,<bos> を 抜け て <eos>
<bos> ue e aaii <eos>,<bos> 抜け て 悲しい <eos>
<bos> e aaii oo <eos>,<bos> て 悲しい こと <eos>
<bos> aaii oo o <eos>,<bos> 悲しい こと も <eos>
<bos> oo o au <eos>,<bos> こと も ある <eos>
<bos> o au ao <eos>,<bos> も ある だろ <eos>
<bos> au ao u <eos>,<bos> ある だろ う <eos>
<bos> ao u eo <eos>,<bos> だろ う けど <eos>
<bos> u eo ii <eos>,<bos> う けど 虹 <eos>
<bos> eo ii o <eos>,<bos> けど 虹 の <eos>
<bos> ii o eoo <eos>,<bos> 虹 の 根元 <eos>
<bos> o eoo o <eos>,<bos> の 根元 を <eos>
<bos> eoo o aai <eos>,<bos> 根元 を 探し <eos>
<bos> o aai i <eos>,<bos> を 探し に <eos>
